No,PO number,Po Date,PO Name,Supplier,Total,Cur.
1659,RFPO-1005-M7079-1,11 Sep 2023,PO for ANGLE,Abeer Manawer Al- Shamari Cont. Est.,11628.95,SAR
1660,RFPO-1005-V7116-1,11 Sep 2023,PO for HDPE SHEET 12MMX1MTRX2MTR,AL-WASAT AL- BADEEL TRADING CO.,18825,SAR
1661,RFPO-1005-V7107-1,11 Sep 2023,"PO for ALARM CHECK VALVE , CL-150 , DI , 6 inch / RELIABLE",Al Shaikh International Limited Company,20567,SAR
1662,RFPO-1005-V7107-2,11 Sep 2023,PO for FIRE FIGHTING MATERIALS,Al Shaikh International Limited Company,30067,SAR
1663,RFPO-1005-M7078-1,11 Sep 2023,PO for SMRP 450,Joint Gulf Business Establishment,345,SAR
1664,RFPO-1005-V7108-1,11 Sep 2023,PO for BALANCE FIRE ALARM MATERIALS,Al Shaikh International Limited Company,140325,SAR
1665,RFPO-1192-V4333-1,11 Sep 2023,PO for SLAB WITHOUT FACING (SXXX) Density: 160Kg/M3 Thickness: 50mm Size:1.2 MtrX 0.6 Mtr,FUJAIRAH ROCKWOOL FACTORY,12546,AED
1666,RFPO-1005-V7113-1,08 Sep 2023,"PO for Latham Asbraloy Recessed Slip Resistant Safety Tread with Silicon Carbide Mineral Inserts , Recessed Edge Model: 1208S - Colour - Off White. FEATURES - P5 Slip Classification, Super hard wearin",AAMTAC COMPANY LTD,31330,SAR
1667,RFPO-5829-M4102-1,07 Sep 2023,PO for AIR COOLED CHILLER Part Number - 30XB0900-MCHE - FRANCE  - AS PER ATTACHED APPROVED SUBMITTAL,UTS CARRIER L.L.C.,1275000,AED
1668,RFPO-6168-V40010-1,07 Sep 2023,PO for WATER HAMMER ARRESTOR,DUTCO TENNANT LLC,180,AED
1669,RFPO-6168-V40011-1,07 Sep 2023,PO for Foam Insulation for Plumbing pipes,BIN DASMAL GENERAL TRADING CO LLC,86.56,AED
1670,RFPO-1005-V7112-1,06 Sep 2023,"PO for AISI 304 Grade Stainless Steel External Corner Profile, Satin Finish, 1.5mm thickness, L=1.00mt .",AAMTAC COMPANY LTD,74410,SAR
1671,RFPO-1005-V7114-1,06 Sep 2023,PO for Third Party Inspection  - AMD Wooden Doors – Khamis KSA 126  - Location SAIF Zone (5193-A5204-1),TUV SUD MIDDLE EAST LLC,1200,AED
1672,RFPO-1005-V7115-1,06 Sep 2023,PO for TThird Party Inspection - Steel Doors & Hardwares – Al Kharj KSA 127 – NAFFCO – (5213-V40016-1 & remaining hardware’s of order no : 5213-V40012-1),TUV SUD MIDDLE EAST LLC,1000,AED
1673,RFPO-1192-V4456-1,05 Sep 2023,PO for SELF ADHESIVE LABEL 1X100 PCS,GRAND STATIONERY CO LLC,1874.75,AED
1674,RFPO-6168-V40008A-1,04 Sep 2023,"PO for Diffusers, Registers, and Grilles",Faisal Jassim Industries LLC,3150,AED
1675,RFPO-5683-V40009A-1,04 Sep 2023,PO for Drywall Gypsum Partition Materials,BMET Building Materials Trading LLC,140347.7924,AED
1676,RFPO-5581-V40008-1,04 Sep 2023,PO for GI Pipes.,Arrow Pipes & Fittings FZCO,124770,AED
1677,RFPO-5581-V40009-1,04 Sep 2023,PO for PVC Coated Tie wires,RAK Middle East Traders LLC,4550,AED
1678,RFPO-5503-V40009-1,01 Sep 2023,"PO for CRAHU-01A, CRAHU-01B - ST UPU 30",I.G.KARAKATSANIS & CO P.G.,185450,EURO
1679,RFPO-5532-V40015-1,01 Sep 2023,PO for Panel Boards (Mancamp),Extol International Trading LLC,68895,AED
1680,RFPO-1005-V7105-1,01 Sep 2023,PO for FD8010/4inchT NBSA1,SAUDICAST- The Industrial Co. for Casting &  Sanitary Fittings,31263,SAR
1681,RFPO-6168-V40009-1,01 Sep 2023,PO for HVAC Duct Work,FIRMAC INDUSTRIES L.L.C,13852.8,AED
1682,RFPO-6168-V40005-1,31 Aug 2023,PO for Non-shrink grout ,AL GURG FOSROC CO LLC,630,AED
1683,RFPO-5581-V40006-1,31 Aug 2023,PO for Hardware for FPFS,APP Manufacturing,148025.04,USD
1684,RFPO-1005-V7110-1,31 Aug 2023,PO for KSA 127 Aluminum windows,TUV SUD MIDDLE EAST LLC,2000,AED
1685,RFPO-5532-V40017-1,31 Aug 2023,PO for Additonal Electrical Materials for Mancamp,Kelly & Hayes Electrical Industrial & Plumbing Supplies,17111,USD
1686,RFPO-1569-O50-1,30 Aug 2023,"PO for LAP LENOVO I7 - LenovoThinkpad E15 core i7-1255U, 16GB Ram, 1TB SSD ,15.FHD IPS Iris XE ,Windows 11 pro",KASPERTECH GENERAL TRADING LLC,2952.38,AED
1687,RFPO-5193-E6801-2,29 Aug 2023,PO for Hinged Dust Cover UNIV bl,Aklaniat Technologies LTD,28622.47,SAR
1688,RFPO-5626-V40002-1,29 Aug 2023,"PO for Pipes, valves and accessories along with shipping costs (Invoice 21327, Original SJC PO is RWLS-0002738MVL)","Scott & From Co., Inc.",78691.1,USD
1689,RFPO-5829-S9052-1,29 Aug 2023,PO for Supply of Sweet Water 5000 Gallon tanker,ALWHDA AX TRANSPORT & GENERAL CONTRACTING,6200,AED
1690,RFPO-5503-E6800-1,29 Aug 2023,"PO for C1,C2",GRAVANI LIGHTING,43010,EURO
1691,RFPO-1005-M7075-2,28 Aug 2023,"PO for SIEMENS Bronze 3-Way Valve, External Thread, PN16 Size DN32, Model VXG44.32-16",EMAAR POLE COMPANY,1185.42,SAR
1692,RFPO-5193-E6801-1,25 Aug 2023,PO for Hinged Dust Cover UNIV bl,Aklaniat Technologies LTD,28622.47,SAR
1693,RFPO-1569-O49-1,25 Aug 2023,PO for Once off licence fee for 1 No. of additional Concurrent Candy Licence @ AED 3255.00 each,Construction Computer Software(Gulf)LLC,5425,AED
1694,RFPO-1005-V7099-1,25 Aug 2023,"PO for 3/4 inch FLEXIBLE METAL CONDUIT ,IMH (100FT/ROLL) UL LISTED ,USA",GULF SUPPORT SYSTEM TRADING Co.,71167.25,SAR
1695,RFPO-1005-V7100-1,25 Aug 2023,PO for Belden FDSD024L9,Extol International Trading LLC,16750,AED
1696,RFPO-5683-T1001-1,24 Aug 2023,PO for Top & Bottom Anchor ,Hilti Emirates LLC,6387.67,AED
1697,RFPO-5503-M4101-1,24 Aug 2023,"PO for Titus Model DESV Direct Digital Single Duct VAV Terminal Unit- 22 Gauge Galvanized Steel Terminal Casing Internally Lined with 1/2 inch Fiberglass insulation, AeroCross Multi-Point Inlet Veloci",S & R Global,61535.82,USD
1698,RFPO-1005-E7068-1,24 Aug 2023,PO for 109221,electric house,32856.7305,SAR
1699,RFPO-1005-V7106-1,24 Aug 2023,"PO for TEFLON MANDREL for 160mm PIPE, CYLINDRICAL TYPE Size: 135mm Dia X 160mm Long with eyes.",ELFIT ARABIA Telecom & Engineering Products Factory,1795,SAR
1700,RFPO-1005-V7103-1,24 Aug 2023,"PO for 6 AWG THHN /THWN 600V/MESC 500 FEET /ROLL (152 MTR/ROLL) RED COLOR ,608 MTR",GULF SUPPORT SYSTEM TRADING Co.,57350,SAR
1701,RFPO-1005-M7077-1,23 Aug 2023,"PO for ECS AdvancedIQ Pre-Engineered Nitrogen Generator (international wallmount); 220V/50Hz power supply,. Part no. AG-950E",Engineered Corrosion Solutions,11631.6,USD
1702,RFPO-1005-V7104-1,23 Aug 2023,"PO for Single Door Fire Extinguisher Cabinet, Fire Rated - UL Listed, Recessed Mounted, Solid Door, Complete 1.2mm Stainless Steel (304) Brush Finish",NATIONAL FIRE FIGHTING MANUFACTURING FZCO BR (NAFFCO),51618,SAR
1703,RFPO-1192-V4332-1,23 Aug 2023,"PO for Saudi Rockwool Slab Insulation with Unfaced, Thickness: 50 mm, Density:  64 kg/m3 x 1.2 M x 0.6 M .",Century Mechanical Systems,2488.32,AED
1704,RFPO-5657-V40007C-1,23 Aug 2023,PO for DI Pipes & Fittings,Unitech Di Pipes & Fittings Mfg. LLC,48090,USD
1705,RFPO-5683-V40008B-1,22 Aug 2023,PO for Acoustic Ceiling Tiles & Supports,BMET Building Materials Trading LLC,16103.97,AED
1706,RFPO-5829-O2-1,22 Aug 2023,PO for LENOVO L24E-40/23.8&quot;/VA/4MS/100HZ/250NITS/HDMI+VGA/3YR  Warranty,AL KOFA COMPUTER TRADING LLC,860,AED
1707,RFPO-1005-V7101-1,21 Aug 2023,PO for Pabco Alu. Jacketing Smooth Finish 0.6 mm X 914 mm,Mariam Trading Company & Partner,6085,SAR
1708,RFPO-1005-V7102-1,21 Aug 2023,PO for SAUDI BIANCO POLISHED,Al Takadom Marble and Granite Factory,4338,SAR
1709,RFPO-5829-S9051-1,17 Aug 2023,PO for Diesel,Mazout Diesel Fuel Trading,15574.112,AED
1710,RFPO-1005-V7085-2,17 Aug 2023,PO for FLEXIVA Flexible Duct and Connector,IŞIL MÜHENDİSLİK MAKİNA VE İNŞAAT SAN. TİC. A.Ş.,-678.95,USD
1711,RFPO-1005-C6056-1,16 Aug 2023,PO for GROUT #50 [20 KGS],Saudi Vetonit Co. Ltd. (SAVETO),8085,SAR
1712,RFPO-1005-M7076-1,16 Aug 2023,PO for CDP200 Square Ceiling Diffuser With Removable Core / Gasket / Opposed Blade Damper-Mill Finish,KBE SAUDI ARABIA L.L.C,11375.95,SAR
1713,RFPO-1005-E7065-1,16 Aug 2023,PO for DRC07-ED0,ALC ADVANCED LIGHTING COMPANY,225200,SAR
1714,RFPO-6168-V40002-1,16 Aug 2023,PO for KFLEX-2522 - 25MM X 22MM KFLEX RUBBER PIPE,BIN DASMAL GENERAL TRADING CO LLC,90.88,AED
1715,RFPO-5532-V40014-1,15 Aug 2023,PO for Pre-Shipment Inspection,V-Trust Inspection Service Co. Ltd.,268,USD
1716,RFPO-6168-A5201-1,14 Aug 2023,PO for Steel Doors & Frames,QMI Building Metal Products Manufacturing LLC,33520,AED
1717,RFPO-5622-E6800-1,13 Aug 2023,PO for Transformer,"Cooper Crouse-Hinds, LLC",31250,USD
1718,RFPO-5829-V40003-1,10 Aug 2023,"PO for 324mm dia. RC Pipe, 3.00m length, Class IV as per ASTM C76-M, integral joint socket/spigot with EPDM Rubber Ring, Unlined and Uncoated",Baniyas Concrete Products L.L.C.,597900,AED
1719,RFPO-5829-O1-1,10 Aug 2023,PO for PART NO - 960-001057,TECHMIND SOLUTIONS LLC,5585,AED
1720,RFPO-5581-V40005B-1,10 Aug 2023,PO for Epoxy coated Rebars,MADAR EMIRATES FOR BUILDING MATERIALS (L.L.C.),96421.69,AED
1721,RFPO-1005-V7098-1,10 Aug 2023,PO for FIRE ALARM CABLE UNSHLD. 2C X 16 AWG SOLID RED COLOR 305MTR /ROLL MESC,GULF SUPPORT SYSTEM TRADING Co.,14928,SAR
1722,RFPO-1005-V7097-1,10 Aug 2023,PO for ITEM NUMBER - 97122501300001 Manufacturer : AVK USA,Watecom International Water Network - LLC,22077,AED
1723,RFPO-5829-V40005-1,10 Aug 2023,PO for Spill Kit Oil 80 Ltr Brand : DSORB Origin:United Kingdom HS Code: 56031400,Al Dolphin TR L.L.C,220,AED
1724,RFPO-1005-V7096-1,10 Aug 2023,"PO for Single Door Fire Extinguisher Cabinet, Fire Rated - UL Listed, Recessed Mounted, Solid Door, Complete 1.2mm Stainless Steel (304) Brush Finish, Along With DRY POWDER FIRE EXTINGUISHER, PORTABLE",NATIONAL FIRE FIGHTING MANUFACTURING FZCO BR (NAFFCO),27824,SAR
1725,RFPO-1569-O48-1,09 Aug 2023,"PO for HP 290 G9 Core™ i7-12700 (up to 4.9 GHz with Intel® Turbo Boost  Technology, 25 MB L3 cache, 12 cores, 20 threads) /16GB RDDR4-3200 MHz  RAM (2 x 8 GB)/1TB SSD/KEB/MOUSE/ AFOX GT730 4GB NVID",AL KOFA COMPUTER TRADING LLC,3485,AED
1726,RFPO-1005-V7094-1,09 Aug 2023,PO for GALA BRONZ GLOBE #150 NPT(6352) 1-1/4 inch MADE IN USA,SALEH ZAID ALQURAISHI & PARTNERS TRAD.CO.LTD.,238.5,SAR
1727,RFPO-1005-M7075-1,09 Aug 2023,"PO for SIEMENS Bronze 3-Way Valve, External Thread, PN16 Size DN32, Model VXG44.32-16",EMAAR POLE COMPANY,1185.42,SAR
1728,RFPO-1005-M7073-1,08 Aug 2023,PO for (JF-500-T-12)Vimco Stainless steel Expansion Joints (BSPT Threaded Connection) 1-1/4 inch,ALI MANEA ALYAMI TRADING EST.,460,SAR
1729,RFPO-1005-M7074-1,08 Aug 2023,"PO for Balancing valve 32mm , bronze body , PTFE , PA Plastic Handwheel , Threaded to BS21 , PN25 , BS7350 , Brand : Watts",Joint Gulf Business Establishment,683,SAR
1730,RFPO-1005-V7095-1,08 Aug 2023,PO for EPOXY COATED REBAR 12 MM X 12000 MM,AL-FAISAL STEEL PRODUCTS CO.,20575,SAR
1731,RFPO-5532-E6800-1,08 Aug 2023,PO for Backflow Meter & Water meter,TIC LIGHT ELECTRICAL CORP,2022.44,USD
1732,RFPO-1005-V7091A-1,07 Aug 2023,PO for SUPPLY AND DELIVERY OF RIPRAP MATERIAL,Gulf Inshaa General Contracting Est,57180,SAR
1733,RFPO-1005-V7093-1,07 Aug 2023,PO for Stainless Steel Ladder (Without Cage) Material: SS 316  Stringer: 60 x 6 mm Thk  Internal Width: 600 mm  Rung Size: 16 mm Dia Rod  Rung Spacing: 280 mm c/c  Brackets: 100 x 50 x 10 mm Thk      ,OMAN GRATING COMPANY,21545,SAR
1734,RFPO-1005-V7086-1,07 Aug 2023,PO for Expansion joints aluminum cover wall to corner type LGC 250/100,Arab Specialized Company For Industry,1700,SAR
1735,RFPO-1005-V7090-1,07 Aug 2023,"PO for CEMTEC SILHARD Hardening, Sealing &amp; Dustproofing Compound PACKING : 20 LITER PAIL , COLOR - CLEAR",Construction Material Chemical Industries,1210,SAR
1736,RFPO-5683-A5201-1,07 Aug 2023,"PO for Overhead Coiling Doors. 120V/1Phase/60Hz. 90minutes fire rated. Complete with accessories and features complying to attached approved Submittal, Shop drawings, Specifications, wiring connection",TECHTRADE SAL(OFFSHORE),19741,USD
1737,RFPO-5684-V40001-1,03 Aug 2023,PO for Flush Access Door,"Acudor Products, Inc.",345.7,USD
1738,RFPO-1005-V7089-1,03 Aug 2023,PO for 05TC030,KHEREIJI SHOWROOMS COMPANY,73468.3,SAR
1739,RFPO-1005-V7088-1,03 Aug 2023,"PO for Make- HOFFMAN Junction Box, Type 4 Hinged Cover 16.00x14.00x6.00 Steel Gray PN: A1614CHNF",GULF SUPPORT SYSTEM TRADING Co.,47209.9,SAR
1740,RFPO-1005-V7087-1,03 Aug 2023,PO for SC669 - Sonata C+ SQ 600x600x19mm,USG Middle East,44279.04,SAR
1741,RFPO-1192-R1509-1,03 Aug 2023,PO for NISSSAN SUNNY 1.5L 2023YM,CLASS WORLDWIDE CAR RENTAL LLC,6700,AED
1742,RFPO-5829-R1501-1,02 Aug 2023,PO for Sharp BP-20C20T - A3/A4 Color MFP (20 PPM),NEW SMART OFFICE AUTOMATION LLC,6905,AED
1743,RFPO-1192-S9101-1,02 Aug 2023,PO for Hikvision 2mp Wdr Dome Full Time Colorvu Bullet cam,NIAZI COMMUNICATION AND TECHNICAL SYSTEMS,3180,AED
1744,RFPO-5213-V40016-1,02 Aug 2023,PO for DOOR NUMBER D100A,NATIONAL FIRE FIGHTING MANUFACTURING FZCO,4725,USD
1745,RFPO-1005-M7072-1,01 Aug 2023,"PO for [PFP514C-SE] [PFP514] Pressure Gauge, 4.5 inch (115 mm) dial, ASME B40.100 compliant, AISI 304 SS case, Dual Scale of psi/kPa, Glycerin filled, 1/4 inch NPT Bottom connection, Brass wetted part",ALI MANEA ALYAMI TRADING EST.,1934.43,SAR
1746,RFPO-1005-E7063-1,01 Aug 2023,"PO for SUPPLY, DELIVERY, TESTING AND COMMISSIONING OF 40KVA UPS",International Business Resources Co.,94000,SAR
1747,RFPO-1005-V7078-2,31 Jul 2023,PVC AND CONDENSATE PIPES,SAPPCO Dammam Factory,18418.94,SAR
1748,RFPO-1005-V7082-1,28 Jul 2023,"PO for (2 NOS) CUBICLE TRACK - 6062 Anodized Cubicle Track Surface Mounted Flat-Grid ceiling with accessories, (96 LF) with QS for 118 inch CH as applicable. (6 NOS) CUBICLE CURTAINS - Traditional Cur",Construction Specialties (Gulf) Trading Est.,7167.24,USD
1749,RFPO-1005-V7085-1,28 Jul 2023,PO for FLEXIVA Flexible Duct and Connector,IŞIL MÜHENDİSLİK MAKİNA VE İNŞAAT SAN. TİC. A.Ş.,1821.82,USD
1750,RFPO-1005-V7081-1,27 Jul 2023,PO for Long span Racking System(S4),Arcoma Storage & Handling Solution,37500,SAR
1751,RFPO-1005-V7083-1,27 Jul 2023,"PO for Mada Plus Fire & Moisture Resistant Plasterboard, 12.50mm Thick",Fekratek Al Raedah Co.,9233.44,SAR
1752,RFPO-1192-V4455-1,26 Jul 2023,PO for MX61FT BLACK TONER CART,Printek  SUPPLIES L.L.C,1335,AED
1753,RFPO-5829-V4354-1,26 Jul 2023,PO for A3SIZE PAPER 80 GSM  AA BRAND 80 GSM,GRAND STATIONERY CO LLC,1354.75,AED
1754,RFPO-1005-V7084-1,26 Jul 2023,PO for GALA BRONZ GATE NRS #150 NPT(3152) 1-1/4 inch MADE IN USA,SALEH ZAID ALQURAISHI & PARTNERS TRAD.CO.LTD.,1065.4,SAR
1755,RFPO-5213-V40014-1,26 Jul 2023,PO for THIRD PARTY INSPECTION OF (29 NOS) STEEL DOORS,TUV SUD MIDDLE EAST LLC,1000,AED
1756,RFPO-5213-V40015-1,26 Jul 2023,PO for KEY CABINET WITH LOCK CODE,Universal Door Products,316,AED
1757,RFPO-1192-V4454-1,25 Jul 2023,PO for A3 SIZE PAPER 80 GSM  AA BRAND 80 GSM,GRAND STATIONERY CO LLC,423.5,AED
1758,RFPO-1005-E7060A-1,24 Jul 2023,PO for Item - 102113,electric house,208691.0983,SAR
1759,RFPO-1005-M7071-1,24 Jul 2023,PO for SAPTEX Rigid closed cell Extruded Polystyrene ( Roof Guard) Thermal Insulation Boards with nominally 32-35 kg per m3 density,SAPTEX Insulation Products Factory,105000,SAR
1760,RFPO-1005-V7080-1,20 Jul 2023,PO for LVPA1 ELECTRICAL PANEL,Electrical A. Modern Factory Co.,6452,SAR
1761,RFPO-5695-V40000-1,19 Jul 2023,PO for Mooring Bollards and Hardware,"MARINE STRUCTURES, LLC",95960,USD
1762,RFPO-1192-S9077-1,18 Jul 2023,PO for JAC S3 2023 Model,SEL Car Rental LLC,2000,AED
1763,RFPO-5532-V40013-1,18 Jul 2023,PO for C-G2130-1,DUTEST INDUSTRIAL EST,1191.75,AED
1764,RFPO-1005-V7079-1,18 Jul 2023,"PO for A25 ALI ANGLE POLISHED 2.715M , A25P-2715",AAMTAC COMPANY LTD,6286,SAR
1765,RFPO-1005-V7078-1,18 Jul 2023,PO for PVC PIPE 1 INCH. SCH 40,SAPPCO Dammam Factory,15918.94,SAR
1766,RFPO-5532-V40012-1,14 Jul 2023,"PO for Spill Berm Black 14 Feet x 54 Feet  x 1 Feet  (4.3x16.5x0.3) Mtrs Collapsible WALL,750g PVC L Bracket Type Tarpaulin Colour - Black",Al Dolphin TR L.L.C,10447.5,AED
1767,RFPO-1005-E7061-1,14 Jul 2023,PO for 93-AS 620-3ME,ORYX TECHNOLOGIES,11730,SAR
1768,RFPO-1005-S9071-1,13 Jul 2023,PO for (40 SETS) INJECTABLE MORTAR HIT-RE 500 V4/500. (15 PIECES) ANCHOR ROD HAS-U 5.8 M20X240 ZINC PLATED.,K.A. Khonaini & Partner Cont. Co. LTD,11812,SAR
1769,RFPO-1005-C6055-1,12 Jul 2023,PO for VETOTOUCH MONOCOUCH#[52] (50KG),Saudi Vetonit Co. Ltd. (SAVETO),53635,SAR
1770,RFPO-5532-M4003-1,12 Jul 2023,PO for HELI 8.5ton diesel  forklift CPCD85,Evangel International Machinery Ltd.,32100,USD
1771,RFPO-5532-V40011A-1,12 Jul 2023,PO for Additional Plumbing Materials,OBAID MASOOD BUILDING MATERIALS TRADING (L.L.C),5493.08,AED
1772,RFPO-5532-V4360-1,11 Jul 2023,PO for Customized Black Short Sleeve Polo Shirt Drifit with 1 position logo embroidery on front left chest (MVL Broomgrove) logo,The Uniform World Tailoring and Textiles LLC,1638,AED
1773,RFPO-1192-S9076-1,11 Jul 2023,PO for MVL Firestop Car Rental - Aiswarya Ann Thomas - Nissan Sunny 2018/2019 Model,SEL Car Rental LLC,1400,AED
1774,RFPO-1192-V4331-1,11 Jul 2023,PO for SLAB WITHOUT FACING (SXXX)-,FUJAIRAH ROCKWOOL FACTORY,12546,AED
1775,RFPO-1005-M7069-1,11 Jul 2023,"PO for VIR Brass Drain Valve, With Hose Union, PTFE Seats, PN25 Model 322 Size DN20, Code: F242X0020.2877",EMAAR POLE COMPANY,138.68,SAR
1776,RFPO-1005-M7070-1,11 Jul 2023,"PO for Size 1 1/4 inch - 32 mm SMC HYDRUS ULTRASONIC WATER METER ,DN DN 32 Q3 10.0 , G3/2B 260mm BODY LENGTH incl ,8 DIGITS LCD DISPLAY ,OMS over Radio 434 Mhz, IP 68 PROTECTION , BATTERY OPERATED FOR",Saudi Meters Company,1100,SAR
1777,RFPO-5213-V40013-1,11 Jul 2023,PO for THIRD PARTY INSPECTION OF COMPACT SUBSTATION,TUV SUD MIDDLE EAST LLC,371,USD
1778,RFPO-1192-V4330-1,10 Jul 2023,PO for Weatherproof silicone NWS-2000,"SHANDONG FEIDU ADHESIVE TECHNOLOGY SHARES CO.,LTD",6436.8,USD
1779,RFPO-5829-V4353-1,07 Jul 2023,PO for ACI Concrete Field Testing Technician Grade 1- training & certification,BUILDACT FZ LLC,23300,AED
1780,RFPO-5532-V40010-1,07 Jul 2023,PO for EMIRATES STEEL REBAR EPOXY COATED 10mm by 6 meters lenght,RAK Middle East Traders LLC,4191.5,AED
1781,RFPO-1005-V7075-1,07 Jul 2023,PO for GALA BRONZ BALL VLV #150 NPT(1251) 1-1/4 inch MADE IN USA,SALEH ZAID ALQURAISHI & PARTNERS TRAD.CO.LTD.,2651.55,SAR
1782,RFPO-5532-V40009A-1,07 Jul 2023,PO for Plumbing Materials for LSA Man Camp,MISAR TRADING CO. ( L L C),24285.89,AED
1783,RFPO-1005-V7077-1,06 Jul 2023,PO for Armaflex Tube Ins.AC Size: 25mm thk. x 12mmDia 2mtrs./pc,Mariam Trading Company & Partner,10918,SAR
1784,RFPO-5532-V4359-1,05 Jul 2023,PO for Brand SAFETOE Model Best Cat Manufacturer   PPE ONLINE,PPE SAFETY PRODUCTS TRADING LLC,285,AED
1785,RFPO-1005-V7076-1,05 Jul 2023,"PO for CAT6, 4P, 24AWG, PO/PVC, UNSHIELDED, BLUE COLOR",Extol International Trading LLC,58800,AED
1786,RFPO-1005-M7067-1,05 Jul 2023,PO for 32mm dia pressure reducing valve,Joint Gulf Business Establishment,2125,SAR
1787,RFPO-1005-M7068-1,05 Jul 2023,PO for Trerice Thermometer,ASEM FOR ELECTRO MECHANICAL SERVICES TRADING COMPANY,446,SAR
1788,RFPO-1005-V7074-1,04 Jul 2023,PO for Basket Model BT 150 (300 x 150 ),ISAM KABBANI & PARTNERS FOR BUILDING & CONSTRUCTION MATERIALS,12912.64,SAR
1789,RFPO-4814-V40008-1,04 Jul 2023,PO for THIRD PARTY INSPECTION OF BLAST RATED AND NO BLAST RATED ALUMINUM DOORS,TUV SUD MIDDLE EAST LLC,1000,AED
1790,RFPO-5532-V40008-1,03 Jul 2023,PO for 10mm X 6 meter,CICON BUILDING MATERIALS,4227.98,AED
1791,RFPO-5532-V40007-1,03 Jul 2023,PO for EF Tapping Tee Saddle 200x63mm,TITANIUM BUILDING AND CONSTRUCTION MATERIALS TRAADING,10824.98,AED
1792,RFPO-4814-V40007-1,26 Jun 2023,PO for Supply Delivery of Heavy Duty Racking with Wire Mesh Decking,FTC Qatar W.L. L,164000,QAR
1793,RFPO-1005-V7072-2,22 Jun 2023,"PO for Mada Plus Fire Resistant Plasterboard, 16mm Thick",Fekratek Al Raedah Co.,43896.38,SAR
1794,RFPO-5532-V40006-1,21 Jun 2023,PO for GI UNISTRUT CLAMP 2 INCH,Arabian International Industries LLC,1515,AED
1795,RFPO-1005-V7072-1,20 Jun 2023,"PO for Mada Plus Fire Resistant Plasterboard, 16mm Thick",Fekratek Al Raedah Co.,42287.06,SAR
1796,RFPO-5532-V40004-1,19 Jun 2023,PO for EXHAUST FAN,"ShanDong JinDun Energy Conservation&Environmental Protection Equipment Co., Ltd.",2236,USD
1797,RFPO-5532-T1002-1,19 Jun 2023,PO for Additional items for Manual Total Station,GECO ENGINEERING EQUIPMENTS TRADING L.L.C,2257.5,AED
1798,RFPO-5684-S9032-1,16 Jun 2023,PO for Acoustical Tiles,Westside Building Material,2262.534,USD
1799,RFPO-4814-V40006-1,15 Jun 2023,PO for THIRD PARTY INSPECTION OF BLAST RATED ALMINUM WINDOWS,TUV SUD MIDDLE EAST LLC,1000,AED
1800,PO-1005-V7058-1,15 Jun 2023,PO for COMPRESSED AIR PIPE FITTINGS,TIC LIGHT ELECTRICAL CORP,2336.91,USD
1801,RFPO-5581-V40004B-1,15 Jun 2023,PO for Solmax HDPE Membrane 2.0mm Black Smooth; manufactured in compliance with project specifications and enclosed Technical Data Sheet.,Arabian Environmental Construction Company (AEC),89324,USD
1802,RFPO-1005-M7066-1,15 Jun 2023,PO for AIR COOLED CHILLERS. REF. CH-A-1. MODEL: RWC 55. CAL. CAP (KW): 14.6,Khaled Asaad Jamjoom Contracting Establishment,465725,SAR
1803,RFPO-1005-E7058-1,14 Jun 2023,PO for CAT 6 Cable,ALC ADVANCED LIGHTING COMPANY,13620,SAR
1804,RFPO-4814-V40004-2,14 Jun 2023,PO for THIRD PARTY INSPECTION OF STEEL DOORS,TUV SUD MIDDLE EAST LLC,2100,AED
1805,RFPO-5193-V40004-1,14 Jun 2023,PO for THIRD PARTY INSPECTION OF STEEL WINDOWS,TUV SUD MIDDLE EAST LLC,850,AED
1806,RFPO-1569-O47A-1,12 Jun 2023,PO for DNV Techno Commercial Proposal for PO for MVL COMPLIANCE WITH NIST SP 800-171 REQUIREMENTS,DNV BUSINESS ASSURANCE Group AS Dubai Branch,53500,AED
1807,RFPO-1005-M7064-2,12 Jun 2023,"PO for AUTOMATIC SMOKE DAMPERS, BALANCING DAMPERS, DUCT ACCESS DOORS",Joint Gulf Business Establishment,34636,SAR
1808,RFPO-1569-O47-1,09 Jun 2023,PO for DNV Techno Commercial Proposal for SIRI assessment,DNV BUSINESS ASSURANCE Group AS Dubai Branch,53500,AED
1809,RFPO-1192-O7-1,09 Jun 2023,PO for ZOHO Books PREMIUM,Supertron Infotech Trading LLC,11396,AED
1810,RFPO-5193-A5204-1,08 Jun 2023,"PO for DOORS & FRAMES, VISION PANEL WITH GLASS, AND DOOR HARDWARES",ARCHITECTURAL METAL DOORS FZC,171017.52,AED
1811,RFPO-5829-V40001-1,08 Jun 2023,PO for SOLAR LAMP CONE BASE ORANGE BIG,BERRY TRADING LLC,800,AED
1812,RFPO-5829-V40002-1,08 Jun 2023,PO for USED PLASTIC ROAD BARRIERS SIZE 2 METER,ROCKLAND TRADING COMPANY FZ LLE,7840,AED
1813,RFPO-5683-V40007-1,07 Jun 2023,PO for Paints / Coatings,The Sherwin-Williams Company,13134.16,USD
1814,RFPO-5581-V40003-1,07 Jun 2023,PO for Paints / Coatings,The Sherwin-Williams Company,8807.45,USD
1815,RFPO-1005-E7056-1,06 Jun 2023,PO for KSA 126 - Water Service Line Appurtenances - VALVES,TIC LIGHT ELECTRICAL CORP,1513.35,USD
1816,RFPO-5657-V40006-1,06 Jun 2023,PO for Pipes & Hardware,APP Manufacturing,47572.21,USD
