RowNo,PONumber,PODate,POName,Supplier,Entity,Project,Material,Discipline,Value,Currency,Year,Month,SourceTab,OriginalSource
3147,RFPO-497-1526-1,17 Mar 2015,Supply Of PL #6 METAL BOX FOR VIKO RECEPTACLE (SAME AS SUPPLIED BEFORE),Panel Tech Engineering Co,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,279.3,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3148,PO-814-1078-3,17 Mar 2015,Differing Building Conditions (Column Anchor Bolt & Terrazzo),Unspecified Supplier,Unknown,General,General,General,0.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3149,SPO-637-1078-4,17 Mar 2015,Differing Building Conditions (Column Anchor Bolt & Terrazzo),World Gate Engineering & Construction,Unknown,General,General,General,106150.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3150,SPO-637-1078-5,17 Mar 2015,Differing Building Conditions (Column Anchor Bolt & Terrazzo),World Gate Engineering & Construction,Unknown,General,General,General,108165.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3151,RFPO-573-1522-1,15 Mar 2015,PO FOR Supply Of INCENERATOR OFFLOAD PUMP TRANSFER MATERIALS - SEAMLESS PIPE,Rubaiya Zueaid Building Materials Co. LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,4762.53,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3152,PO-315-1518-1,12 Mar 2015,2 INCHES BACK FLOW PREVENTER,INDUSTRIAL EQUIPMENT CORP.,Unknown,General,General,General,1190.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3153,PO-315-1518-2,12 Mar 2015,SUPPLY OF FLOOR DRAIN,United Ceramics & Building Materials,Unknown,General,General,General,205.8,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3154,RFPO-497-1517-1,11 Mar 2015,Supply Of ADDITIONAL CONCERTINA WIRE FOR FENCES 2ND ORDER,CALA LOGISTICS SERVICES,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,599.76,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3155,PO-315-1515-1,10 Mar 2015,ORDER 965 SUPPLY OF THERMOSTAT FZK011,Al Taqwa Electrical Ware Trading LLC,Unknown,General,General,General,32.68,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3156,RFPO-497-1513-1,10 Mar 2015,PO for Supply OF UNIT HEATER HEATER GLEN DIMPLEX AC3N,GLEN DIMPLEX IRELAND,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,2268.28,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3157,PO-315-1515-2,10 Mar 2015,PO for APPROVED EYEWASH STATION,Midas Safety,Unknown,General,General,General,503.75,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3158,PO-315-1510-1,09 Mar 2015,PO for FRP PIPES AND FITTINGS (ORD 963),FUTURE PIPE INDUSTRIES,Unknown,General,General,General,6947.7,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3159,PO-315-1510-2,09 Mar 2015,PO for FOAM BLOCK - CENTRALIZER FOR FRP,Prime Seal Insulation and Protective Materials LLC,Unknown,General,General,General,2761.12,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3160,PO-315-1509-1,08 Mar 2015,Supply Of ZIP TYPE WRAP AROUND CABLE REPAIR SLEEVE CRSM 107/29-1500,Skylight Electric Ware Trading LLC,Unknown,General,General,General,108.92,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3161,RFPO-497-1474-1,05 Mar 2015,PO for Supply of  ADDITIONAL MATERIALS FOR FENCE,Nuween Goster construction and Architecture Co.,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,17517.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3162,RFPO-573-1505-1,05 Mar 2015,PO for Supply Of SPARES - STEEL DOOR ACCESSORIES,Consort Architectural Hardware,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,163.38,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3163,RFPO-497-1506-1,05 Mar 2015,PO for Supply Of 3000 Watt Dimmer Switches For Fans (SAME AS SUPPLIED BEFORE) PL 4,AL Kissoof General Trading LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,1700.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3164,PO-315-1507-1,05 Mar 2015,PO for KMP Panel with Cable Set 6KW,Baymak Mak San ve Tic AS,Unknown,General,General,General,86.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3165,RFPO-573-1508-1,05 Mar 2015,PO for FRP PIPES AND FITTINGS,FUTURE PIPE INDUSTRIES,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,9238.76,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3166,RFPO-497-1494-1,04 Mar 2015,PO for Supply Of CHEMICAL BUILDING AND PL 4 ELECTRICAL MATERIAL [LIGHTING FIXTURE B & B2],PELSAN Elektrik San. ve Dis Tic Ltd. Sti,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,2994.7,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3167,RFPO-573-1503-1,04 Mar 2015,PO for Supply Of WOODEN RACK FOR WEAPONS (AS PER APPROVED DRAWING),MEDAL BUILDERS Engineering & Construction Co.,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,19551.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3168,RFPO-497-1504-1,04 Mar 2015,PO for Supply Of ADDITIONAL CONCERTINA WIRE FOR FENCES,CALA LOGISTICS SERVICES,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,370.44,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3169,RFPO-497-1493-1,03 Mar 2015,"PO for Supply Of 4TH PUNCHLIST - GI PLAIN SHEET, M10 ANCHOR BOLT AND CE170A TONER",CALA LOGISTICS SERVICES,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,1145.13,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3170,RFPO-573-1478-1,02 Mar 2015,PO for Supply Of SPARES - PLUMBING MATERIALS,MILLI FACTORY,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,341.65,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3171,RFPO-573-1488-1,02 Mar 2015,PO for Supply Of SPARES PLUMBING GI MI CPVC FITTINGS,Rubaiya Zueaid Building Materials Co. LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,150.85,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3172,RFPO-573-1489-1,02 Mar 2015,PO for Supply Of SPARES - DOOR ACCESSORIES ALUMINUM DOOR AND PVC DOOR,RUYA PVC VE ALUMINYUM DOGRAMA SAN. VE TIC.LTD.&#350;T&#304;,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,12010.4,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3173,RFPO-497-1482-1,01 Mar 2015,PO for Supply Of Flexible Conduit Connection 3/4 Inch,"Reliable City FZE, General Trading Co.",MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,324.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3174,RFPO-573-1483-1,01 Mar 2015,PO for Supply Of SPARES CLEANOUT STRAIGHT - 3 INCHES OATEY 74217,United Ceramics & Building Materials,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,455.7,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3175,RFPO-497-1484-1,01 Mar 2015,PO for Supply Of ADDITIONAL DOOR HARDWARE 3RD PUNCHLIST,RUYA PVC VE ALUMINYUM DOGRAMA SAN. VE TIC.LTD.&#350;T&#304;,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,4197.0,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3176,RFPO-573-1487-1,01 Mar 2015,"PO for Supply Of SPARE - Fire Extinguishers, Dry Chemical Type, 4.5 Kg, Ref FE",Bristol Fire Engineering LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,509.2,USD,2015,3,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3177,RFPO-497-1475-1,26 Feb 2015,PO for Supply Of ALUMINUM FILTER 18 SQ.M,ACCURA,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,1157.27,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3178,RFPO-573-1467-1,25 Feb 2015,PO for Supply Of SPARES - IKIZLER EXIT SIGN (SAME AS SUPPLIED BEFORE),IKIZLER AYDINLATMA ARMATURLERI SAN VE. TIC. A.S,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,2342.3,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3179,RFPO-573-1477-1,25 Feb 2015,PO for Supply Of SPARES - INCANDESCENT ONE PIECE WITH APPROVED LENS STABILIZED HIGH IMPACT POLY CARBONATE (100W),AW Rostamani Lumina,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,2246.47,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3180,RFPO-497-1469-1,24 Feb 2015,PO for Supply Of LEADED SINGLE WOODEN DOORS,Frank Shields Medical Equipment,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,2913.61,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3181,RFPO-573-1468-1,24 Feb 2015,PO for Supply Of Spares - Plumbing,United Ceramics & Building Materials,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,3080.14,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3182,RFPO-497-1464-1,23 Feb 2015,"PO for Supply Of 100x40mm, PERFORATED CABLE TRAY, PREGALVANIZED",Panel Tech Engineering Co,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,3055.64,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3183,RFPO-573-1465-1,23 Feb 2015,PO for Supply Of SPARES - DECO LIGHTING FIXTURE EMERGENCY BATTERY PACK (B) DCX-1236-WH2250 (as Per Approved Data Sheet Of Deco Emergency Light),TIC LIGHT ELECTRICAL CORP,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,5882.97,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3184,RFPO-573-1466-1,23 Feb 2015,PO for SUPPLY OF SPARES - THERMOSTAT N/C+N/O FZK011.,WORLD BRIDGE GENERAL TRADING LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,474.62,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3185,RFPO-497-1455-1,22 Feb 2015,PO for Supply Of Nurses Cabinet 138 (Cabinet With Counter-top Stone),MEDAL BUILDERS Engineering & Construction Co.,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,539.0,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3186,PO-215-1456-1,22 Feb 2015,ADDITIONAL CEILING FAN 5 SPEED PANASONIC MODEL F56MZ2,Al Futtaim Panatech LLC,Unknown,General,General,General,42.75,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3187,RFPO-497-1457-1,22 Feb 2015,PO for EXCEL CLEAT ANGLE CONNECTOR,Unspecified Supplier,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,612.67,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3188,RFPO-573-1458-1,22 Feb 2015,PO for Supply Of SPARES - TWISTED LAMP. TORNADO. PHILIPS BRAND 42W WW E27 220-240V,Gulf Ocean Lights LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,7425.21,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3189,RFPO-573-1460-1,22 Feb 2015,PO for Supply of  SPARES - WALL MOUNTED SINK MIXER/SHORT NECK,CALA LOGISTICS SERVICES,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,1111.32,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3190,RFPO-573-1462-1,22 Feb 2015,PO for Supply Of SPARE - Analogue Addressable Optical Smoke Detector C/w Base CAP320+CAB3000,HAVEN FIRE & SAFETY LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,3059.29,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3191,RFPO-573-1463-1,22 Feb 2015,PO for Supply Of SPARE - JOMIX LION SERIES CP SINK MIXER - WALL MOUNTED /LONG NECK L 6012,JUNAID SANITARY ELECT. MAT. TR. LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,1094.65,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3192,PO-215-1456-2,22 Feb 2015,PO for MK SWITCH,SMKA Electric LLC,Unknown,General,General,General,629.38,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3193,RFPO-497-1451-1,19 Feb 2015,"PO for CEILING FAN, 5 SPEED, PANASONIC",Al Futtaim Panatech LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,1068.78,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3194,RFPO-497-1453-1,19 Feb 2015,PO for 20A INTERMEDIATE SWITCH MODULE,SMKA Electric LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,1177.76,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3195,RFPO-497-1450-1,18 Feb 2015,PO for DURO DYNE FLEXIBLE CONNECTOR,Unspecified Supplier,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,136.15,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3196,RFPO-497-1445-1,17 Feb 2015,PO for KIMMCO INSULATION MATERIALS AND EMT STRAP 3/4 INCHES ALEX BRAND UL LISTED,"Reliable City FZE, General Trading Co.",MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,2369.1,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3197,RFPO-497-1442-1,16 Feb 2015,"PO for  TAIL PIPE SUPPORT, HVAC FRAME AND ALUMINUM TAPE FOR DUCT INSULATION",KHAN ENGINEERING CO. LTD,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,4450.38,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3198,RFPO-497-1441-1,15 Feb 2015,PO for SPLICE KIT 3C*150MM2 XKPE ARMORED,Skylight Electric Ware Trading LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,138.87,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3199,RFPO-497-1438-1,12 Feb 2015,PO for ADDITIONAL ELECTRICAL PUNCH LIST #3,HAJI GHANI SONS,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,4674.7,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3200,RFPO-497-1436-1,09 Feb 2015,PO for FOAM BLOCK - CENTRALIZER FOR FRP PIPES,Prime Seal Insulation and Protective Materials LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,3565.43,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3201,RFPO-497-1431-1,01 Feb 2015,PO for DYS0968960 DYMO Label Manager 420P,NISHAT GENERAL COMPANY LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,147.04,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3202,RFPO-573-1430-1,01 Feb 2015,PO for ADDITIONAL ROOFING FOR SMALL ARMS BUILDINGS,Rahim Gardizi Co. LTD,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,7413.7,USD,2015,2,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3203,RFPO-497-1426-1,26 Jan 2015,PO for GALVANIZED BARBED WIRE FOR FENCING,Pride Kandahar Construction and General Supply Company,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,1127.0,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3204,RFPO-497-1421-1,25 Jan 2015,PO for DIESEL FUEL FOR TESTING AND COMMISSIONING OF FUEL LINES,Falcon Eyes Logistic and Services,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,31546.2,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3205,RFPO-497-1419-1,25 Jan 2015,PO for DLM-ELC-68-1:MK SWITCH BOX K8901ALM (as Per Received Sample Picture),SMKA Electric LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,407.8,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3206,RFPO-573-1418-1,21 Jan 2015,PO for ROOFING REQUIREMENT FOR GUARD TOWERS,Rahim Gardizi Co. LTD,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,6692.42,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3207,RFPO-497-1413-1,20 Jan 2015,PO for FROSTED FILM US BRAND,CALA LOGISTICS SERVICES,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,744.8,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3208,RFPO-573-1414-1,20 Jan 2015,PO for TexSscrew with EPDM Washer,MEDAL BUILDERS Engineering & Construction Co.,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,80.85,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3209,RFPO-637-1411-1,19 Jan 2015,PO for Vehicle Rentals 5 Months,Global Door Logistics,MACRO,Kabul Fit Out_Supply Of  SAFETY VESTS & HELMETS,Building Materials,Construction,12000.0,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3210,RFPO-497-1409-1,18 Jan 2015,PO for BISON KIT (approx. 4.5 liters),Rubaiya Zueaid Bldg. Mat. Co. LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,577.28,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3211,RFPO-497-1410-1,18 Jan 2015,PO for INSTALLATION TOOLS - PU FLOORING,Gulf Trading,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,2409.31,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3212,RFPO-573-1407-1,14 Jan 2015,PO for  HEAT SHRINK 15 KV MULTICORE 3*150 MM2 ( RAYCHEM BRAND),AL Kissoof General Trading LLC,MACRO,Delaram Fit Out_Supply Of Door And Door Accesories,Doors,Construction,740.0,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
3213,RFPO-497-1408-1,14 Jan 2015,PO for DLM-ARC-458: LEAD SHEET,Anwar Al Madeenah Building Materials Trading LLC,MACRO,Delaram Fit Out_Supply Of Leviton Porcelain Lamp Holder - L1,Building Materials,Construction,7937.54,USD,2015,1,M&D (Materials & Disciplines),GSA Workbench PO with discipline mapping applied
